jid,shear_modulus_gv,target,num_atoms
JVASP-105750,22.5,22.5,4
JVASP-10577,40.78,40.78,12
JVASP-105771,8.31,8.31,4
JVASP-105773,37.2,37.2,8
JVASP-105774,4.87,4.87,2
JVASP-10578,45.68,45.68,12
JVASP-10579,46.63,46.63,12
JVASP-10580,48.28,48.28,12
JVASP-105802,9.02,9.02,4
JVASP-10582,45.45,45.45,12
JVASP-105820,15.9,15.9,4
JVASP-105823,89.46,89.46,4
JVASP-105824,72.86,72.86,4
JVASP-105828,23.02,23.02,4
JVASP-10583,34.13,34.13,12
JVASP-105831,19.93,19.93,4
JVASP-105832,28.17,28.17,4
JVASP-105840,26.2,26.2,4
JVASP-105847,23.23,23.23,4
JVASP-105848,20.01,20.01,4
JVASP-105849,18.42,18.42,4
JVASP-105853,7.63,7.63,2
JVASP-105855,28.15,28.15,8
JVASP-10586,81.63,81.63,10
JVASP-105860,9.53,9.53,4
JVASP-105862,103.3,103.3,5
JVASP-105867,27.2,27.2,4
JVASP-10587,14.14,14.14,12
JVASP-105875,27.31,27.31,8
JVASP-105886,0.0,0.0,8
JVASP-105887,37.53,37.53,4
JVASP-105888,-6.14,-6.14,4
JVASP-10589,12.81,12.81,12
JVASP-105896,33.94,33.94,10
JVASP-1059,28.64,28.64,2
JVASP-105905,76.12,76.12,10
JVASP-105906,0.85,0.85,6
JVASP-10591,32.97,32.97,12
JVASP-105916,19.34,19.34,5
JVASP-105921,67.09,67.09,7
JVASP-105929,27.66,27.66,9
JVASP-105933,27.1,27.1,3
JVASP-10594,38.94,38.94,14
JVASP-105945,5.23,5.23,9
JVASP-105949,31.14,31.14,4
JVASP-105952,76.39,76.39,6
JVASP-105971,54.6,54.6,2
JVASP-105975,32.41,32.41,4
JVASP-105979,54.3,54.3,8
JVASP-105980,36.92,36.92,4
JVASP-105984,44.08,44.08,6
JVASP-105985,38.5,38.5,3
JVASP-105986,78.62,78.62,6
JVASP-105988,59.05,59.05,6
JVASP-105993,35.25,35.25,8
JVASP-106000,0.59,0.59,7
JVASP-106007,37.9,37.9,2
JVASP-106008,160.73,160.73,6
JVASP-106013,18.39,18.39,2
JVASP-106023,19.52,19.52,4
JVASP-106024,42.19,42.19,4
JVASP-106028,111.53,111.53,6
JVASP-106033,23.02,23.02,4
JVASP-106034,55.63,55.63,5
JVASP-106036,13.65,13.65,4
JVASP-106046,36.6,36.6,4
JVASP-106047,6.61,6.61,4
JVASP-106058,14.21,14.21,4
JVASP-106060,21.65,21.65,10
JVASP-106072,27.31,27.31,5
JVASP-106076,103.25,103.25,6
JVASP-106083,86.79,86.79,8
JVASP-106086,44.97,44.97,5
JVASP-106089,103.55,103.55,6
JVASP-106104,65.72,65.72,9
JVASP-106105,0.26,0.26,4
JVASP-106111,32.5,32.5,4
JVASP-106119,44.5,44.5,4
JVASP-106120,76.94,76.94,7
JVASP-106123,51.43,51.43,3
JVASP-106137,17.73,17.73,10
JVASP-106141,83.4,83.4,8
JVASP-106145,20.09,20.09,6
JVASP-106147,45.12,45.12,4
JVASP-106149,11.06,11.06,8
JVASP-106160,60.82,60.82,8
JVASP-106161,65.95,65.95,5
JVASP-106163,39.73,39.73,8
JVASP-106172,79.95,79.95,10
JVASP-106180,12.53,12.53,4
JVASP-106183,64.65,64.65,6
JVASP-106188,10.0,10.0,10
JVASP-106189,16.72,16.72,10
JVASP-106192,38.16,38.16,5
JVASP-106193,4.83,4.83,8
JVASP-106196,66.96,66.96,3
JVASP-106198,88.13,88.13,4
JVASP-106199,23.22,23.22,10
JVASP-106201,13.26,13.26,10
JVASP-106203,8.08,8.08,10
JVASP-106220,0.52,0.52,10
JVASP-106221,12.84,12.84,10
JVASP-106223,12.94,12.94,10
JVASP-106224,11.2,11.2,10
JVASP-106230,14.76,14.76,4
JVASP-106231,10.61,10.61,1
JVASP-106236,86.19,86.19,4
JVASP-106237,47.39,47.39,8
JVASP-106238,34.1,34.1,4
JVASP-106241,23.89,23.89,6
JVASP-106243,39.22,39.22,4
JVASP-106245,15.67,15.67,4
JVASP-106260,13.46,13.46,4
JVASP-106264,28.26,28.26,4
JVASP-106268,18.37,18.37,4
JVASP-106270,23.64,23.64,4
JVASP-106271,28.68,28.68,4
JVASP-106275,12.39,12.39,8
JVASP-106277,26.0,26.0,4
JVASP-106285,52.31,52.31,10
JVASP-106288,21.33,21.33,10
JVASP-106296,23.15,23.15,8
JVASP-106299,36.14,36.14,9
JVASP-106300,14.07,14.07,2
JVASP-106303,21.26,21.26,8
JVASP-106304,0.0,0.0,3
JVASP-106305,75.25,75.25,5
JVASP-106309,5.34,5.34,9
JVASP-106313,33.27,33.27,2
JVASP-106314,30.4,30.4,6
JVASP-106315,35.25,35.25,4
JVASP-106323,35.28,35.28,6
JVASP-106324,56.69,56.69,6
JVASP-106327,100.95,100.95,6
JVASP-106329,77.86,77.86,2
JVASP-106332,0.36,0.36,4
JVASP-106339,12.65,12.65,8
JVASP-106346,52.73,52.73,7
JVASP-106348,38.7,38.7,4
JVASP-106349,18.07,18.07,4
JVASP-106351,21.81,21.81,7
JVASP-106354,37.1,37.1,6
JVASP-106368,84.89,84.89,6
JVASP-106376,24.86,24.86,7
JVASP-106380,127.65,127.65,8
JVASP-106383,26.8,26.8,4
JVASP-106385,51.23,51.23,5
JVASP-106390,110.79,110.79,8
JVASP-106393,29.75,29.75,10
JVASP-106466,30.5,30.5,8
JVASP-106479,11.85,11.85,1
JVASP-106482,80.53,80.53,4
JVASP-106483,38.32,38.32,4
JVASP-106486,62.69,62.69,4
JVASP-106494,15.26,15.26,4
JVASP-106496,10.11,10.11,1
JVASP-106497,11.46,11.46,4
JVASP-106499,15.45,15.45,4
JVASP-106525,31.53,31.53,4
JVASP-106559,3.84,3.84,6
JVASP-106560,64.89,64.89,4
JVASP-106562,57.72,57.72,4
JVASP-10660,133.63,133.63,12
JVASP-106601,2.42,2.42,4
JVASP-10661,22.86,22.86,14
JVASP-106616,18.94,18.94,4
JVASP-106629,30.03,30.03,4
JVASP-10663,20.55,20.55,10
JVASP-10664,49.8,49.8,16
JVASP-10666,115.19,115.19,10
JVASP-106668,128.7,128.7,5
JVASP-106681,213.23,213.23,6
JVASP-106686,16.56,16.56,4
JVASP-10669,22.5,22.5,12
JVASP-106696,34.66,34.66,4
JVASP-1067,22.6,22.6,5
JVASP-10671,72.24,72.24,19
JVASP-106714,33.5,33.5,6
JVASP-10674,79.46,79.46,14
JVASP-106746,47.34,47.34,5
JVASP-106749,23.07,23.07,2
JVASP-10675,2.56,2.56,10
JVASP-10677,15.61,15.61,12
JVASP-106770,42.29,42.29,4
JVASP-10679,14.29,14.29,12
JVASP-106800,20.3,20.3,9
JVASP-106811,40.23,40.23,4
JVASP-10682,34.01,34.01,11
JVASP-10683,7.23,7.23,16
JVASP-106839,32.83,32.83,4
JVASP-10686,39.97,39.97,16
JVASP-106867,64.67,64.67,6
JVASP-10687,44.03,44.03,16
JVASP-10688,14.75,14.75,11
JVASP-106887,44.35,44.35,9
JVASP-10690,67.21,67.21,14
JVASP-10692,30.7,30.7,16
JVASP-106932,24.16,24.16,4
JVASP-10694,14.57,14.57,12
JVASP-106946,13.47,13.47,4
JVASP-106961,12.86,12.86,4
JVASP-106963,44.32,44.32,4
JVASP-106964,10.26,10.26,4
JVASP-10698,60.69,60.69,10
JVASP-106981,13.7,13.7,4
JVASP-106982,20.22,20.22,4
JVASP-106988,-14.22,-14.22,4
JVASP-10699,61.44,61.44,16
JVASP-106993,11.27,11.27,4
JVASP-107,190.63,190.63,8
JVASP-10700,12.17,12.17,16
JVASP-107002,41.46,41.46,6
JVASP-107004,17.21,17.21,4
JVASP-10701,3.09,3.09,12
JVASP-107017,23.34,23.34,8
JVASP-10702,69.88,69.88,10
JVASP-107025,20.69,20.69,4
JVASP-10703,11.5,11.5,10
JVASP-10704,17.71,17.71,11
JVASP-107044,90.39,90.39,4
JVASP-107047,82.55,82.55,6
JVASP-10705,18.73,18.73,12
JVASP-107050,32.65,32.65,4
JVASP-107052,23.16,23.16,4
JVASP-107055,44.89,44.89,4
JVASP-10706,8.43,8.43,16
JVASP-107066,12.91,12.91,4
JVASP-10707,44.78,44.78,14
JVASP-10708,8.55,8.55,16
JVASP-107083,33.62,33.62,6
JVASP-107095,2.81,2.81,3
JVASP-107098,62.5,62.5,10
JVASP-107167,8.31,8.31,4
JVASP-10717,66.89,66.89,11
JVASP-10718,11.16,11.16,16
JVASP-107186,32.73,32.73,4
JVASP-10719,42.27,42.27,19
JVASP-10720,54.47,54.47,16
JVASP-107201,32.5,32.5,4
JVASP-107213,-2.45,-2.45,4
JVASP-107219,8.54,8.54,4
JVASP-10722,-0.81,-0.81,18
JVASP-107220,70.8,70.8,5
JVASP-107234,1.61,1.61,4
JVASP-107239,54.55,54.55,2
JVASP-10724,19.01,19.01,12
JVASP-10725,18.11,18.11,12
JVASP-107250,68.72,68.72,3
JVASP-10726,11.61,11.61,16
JVASP-107262,27.88,27.88,2
JVASP-107263,-4.4,-4.4,5
JVASP-107265,49.0,49.0,4
JVASP-107293,18.15,18.15,4
JVASP-10731,65.2,65.2,13
JVASP-107321,35.42,35.42,4
JVASP-107328,32.33,32.33,4
JVASP-107331,6.05,6.05,4
JVASP-107342,59.55,59.55,3
JVASP-107348,47.68,47.68,5
JVASP-107362,72.35,72.35,4
JVASP-10737,31.58,31.58,13
JVASP-10738,32.9,32.9,13
JVASP-107394,94.94,94.94,5
JVASP-10740,32.57,32.57,12
JVASP-107437,19.97,19.97,4
JVASP-10746,62.12,62.12,12
JVASP-107466,10.95,10.95,4
JVASP-107469,-13.22,-13.22,4
JVASP-107470,24.33,24.33,4
JVASP-107471,33.15,33.15,2
JVASP-107482,190.38,190.38,5
JVASP-107508,24.04,24.04,4
JVASP-107516,25.88,25.88,3
JVASP-10752,2.18,2.18,12
JVASP-107533,33.43,33.43,8
JVASP-107544,15.63,15.63,4
JVASP-107548,21.49,21.49,3
JVASP-107569,29.96,29.96,5
JVASP-10757,74.98,74.98,14
JVASP-107594,88.36,88.36,5
JVASP-1076,45.6,45.6,3
JVASP-107648,20.72,20.72,4
JVASP-107657,55.53,55.53,4
JVASP-107658,11.47,11.47,4
JVASP-107660,-2.28,-2.28,4
JVASP-107686,13.25,13.25,4
JVASP-107696,78.15,78.15,4
JVASP-107701,16.26,16.26,4
JVASP-107723,75.3,75.3,4
JVASP-10773,18.63,18.63,12
JVASP-107740,23.82,23.82,5
JVASP-107773,72.13,72.13,8
JVASP-10785,18.49,18.49,16
JVASP-10786,74.95,74.95,10
JVASP-107879,9.11,9.11,2
JVASP-1079,44.08,44.08,3
JVASP-107901,11.46,11.46,4
JVASP-10791,34.13,34.13,16
JVASP-107913,26.13,26.13,4
JVASP-10792,35.65,35.65,16
JVASP-10793,164.52,164.52,14
JVASP-107930,-1.08,-1.08,4
JVASP-107939,8.63,8.63,4
JVASP-10795,9.75,9.75,12
JVASP-10797,60.81,60.81,18
JVASP-107981,5.61,5.61,8
JVASP-107982,-7.73,-7.73,4
JVASP-107998,-2.65,-2.65,4
JVASP-108043,21.97,21.97,4
JVASP-108052,34.9,34.9,2
JVASP-108072,40.27,40.27,3
JVASP-108076,20.26,20.26,8
JVASP-108094,15.89,15.89,8
JVASP-108095,2.81,2.81,4
JVASP-10813,4.54,4.54,14
JVASP-108163,88.24,88.24,4
JVASP-108165,24.56,24.56,2
JVASP-108170,1.66,1.66,5
JVASP-10848,42.55,42.55,14
JVASP-10849,52.03,52.03,14
JVASP-1085,31.58,31.58,2
JVASP-10850,63.22,63.22,12
JVASP-10851,78.17,78.17,14
JVASP-10852,45.02,45.02,10
JVASP-10854,31.09,31.09,14
JVASP-108570,-8.89,-8.89,3
JVASP-10858,24.69,24.69,13
JVASP-108615,-2.83,-2.83,4
JVASP-108616,16.75,16.75,4
JVASP-108617,2.87,2.87,4
JVASP-10862,22.68,22.68,10
JVASP-108620,22.19,22.19,4
JVASP-10864,44.65,44.65,14
JVASP-108663,3.94,3.94,4
JVASP-10867,190.96,190.96,10
JVASP-108673,39.26,39.26,4
JVASP-108678,15.45,15.45,4
JVASP-10870,57.01,57.01,18
JVASP-108702,55.37,55.37,3
JVASP-108703,20.6,20.6,2
JVASP-108715,88.33,88.33,4
JVASP-10873,32.17,32.17,16
JVASP-10874,33.79,33.79,16
JVASP-10875,31.47,31.47,16
JVASP-108770,22.85,22.85,4
JVASP-108780,30.21,30.21,4
JVASP-108784,12.7,12.7,4
JVASP-108788,-7.07,-7.07,4
JVASP-10879,82.62,82.62,10
JVASP-1088,57.78,57.78,16
JVASP-108816,2.85,2.85,5
JVASP-10883,17.99,17.99,14
JVASP-108836,13.95,13.95,5
JVASP-108837,7.28,7.28,4
JVASP-10885,11.07,11.07,12
JVASP-10886,25.66,25.66,16
JVASP-108866,51.32,51.32,8
JVASP-10887,18.03,18.03,14
JVASP-10889,49.01,49.01,14
JVASP-108891,9.61,9.61,4
JVASP-108892,7.87,7.87,6
JVASP-108896,-5.4,-5.4,4
JVASP-10891,16.83,16.83,16
JVASP-108915,34.66,34.66,7
JVASP-108921,34.85,34.85,4
JVASP-108927,21.19,21.19,5
JVASP-108939,113.41,113.41,8
JVASP-108950,6.65,6.65,4
JVASP-108959,84.13,84.13,4
JVASP-108969,-5.77,-5.77,4
JVASP-109017,72.84,72.84,5
JVASP-109030,-4.29,-4.29,8
JVASP-109056,11.51,11.51,4
JVASP-109058,28.05,28.05,3
JVASP-109061,48.29,48.29,4
JVASP-109083,17.73,17.73,4
JVASP-109088,8.07,8.07,4
JVASP-109093,23.74,23.74,8
JVASP-109095,34.69,34.69,4
JVASP-1091,71.82,71.82,3
JVASP-109102,42.83,42.83,9
JVASP-10913,29.1,29.1,18
JVASP-10914,77.58,77.58,12
JVASP-109156,17.18,17.18,6
JVASP-10916,40.45,40.45,14
JVASP-109162,37.12,37.12,4
JVASP-10922,32.22,32.22,16
JVASP-10925,27.58,27.58,16
JVASP-10926,40.79,40.79,14
JVASP-109260,13.59,13.59,8
JVASP-109268,115.54,115.54,4
JVASP-10929,57.17,57.17,14
JVASP-10930,66.89,66.89,13
JVASP-109314,17.01,17.01,4
JVASP-109319,11.75,11.75,6
JVASP-109338,7.64,7.64,4
JVASP-10934,136.64,136.64,12
JVASP-109344,14.81,14.81,5
JVASP-109348,9.61,9.61,4
JVASP-109349,-6.55,-6.55,5
JVASP-10936,79.23,79.23,18
JVASP-109363,23.08,23.08,3
JVASP-109371,32.88,32.88,6
JVASP-109391,15.84,15.84,4
JVASP-10941,59.82,59.82,12
JVASP-10942,51.13,51.13,12
JVASP-10945,34.82,34.82,12
JVASP-10948,67.01,67.01,14
JVASP-109499,22.26,22.26,4
JVASP-10952,103.91,103.91,13
JVASP-109531,149.08,149.08,5
JVASP-109532,46.89,46.89,4
JVASP-109533,29.63,29.63,4
JVASP-109539,1.96,1.96,1
JVASP-109547,11.64,11.64,4
JVASP-109561,48.44,48.44,8
JVASP-109562,15.61,15.61,4
JVASP-109582,-3.38,-3.38,4
JVASP-109609,14.49,14.49,4
JVASP-10961,19.43,19.43,12
JVASP-10962,24.68,24.68,12
JVASP-109639,49.66,49.66,3
JVASP-109687,116.87,116.87,5
JVASP-10969,24.85,24.85,12
JVASP-10970,7.84,7.84,10
JVASP-10971,69.11,69.11,10
JVASP-10972,23.69,23.69,12
JVASP-10974,3.53,3.53,10
JVASP-109751,31.59,31.59,2
JVASP-10976,33.18,33.18,16
JVASP-109764,-16.65,-16.65,6
JVASP-109776,26.14,26.14,2
JVASP-109796,30.07,30.07,2
JVASP-109805,22.0,22.0,6
JVASP-109824,38.35,38.35,9
JVASP-109907,-17.2,-17.2,4
JVASP-109927,10.46,10.46,4
JVASP-109930,10.79,10.79,4
JVASP-10994,14.95,14.95,12
JVASP-10995,46.54,46.54,12
JVASP-109951,46.3,46.3,4
JVASP-10996,70.36,70.36,10
JVASP-109960,23.91,23.91,4
JVASP-109965,-0.95,-0.95,4
JVASP-10997,85.58,85.58,10
JVASP-10998,87.32,87.32,10
JVASP-109981,1.65,1.65,4
JVASP-109982,21.47,21.47,4
JVASP-109989,24.82,24.82,4
JVASP-110,97.22,97.22,5
JVASP-1100,14.63,14.63,20
JVASP-11000,93.24,93.24,10
JVASP-110003,10.55,10.55,4
JVASP-11001,51.95,51.95,16
JVASP-11002,66.45,66.45,12
JVASP-110032,0.56,0.56,4
JVASP-11004,85.34,85.34,10
JVASP-110049,19.85,19.85,4
JVASP-11005,47.17,47.17,12
JVASP-11006,45.89,45.89,16
JVASP-110073,64.06,64.06,10
JVASP-11009,30.4,30.4,16
JVASP-110117,71.91,71.91,6
JVASP-11013,50.59,50.59,16
JVASP-110133,18.87,18.87,4
JVASP-110137,12.96,12.96,4
JVASP-110139,4.25,4.25,3
JVASP-11014,36.86,36.86,14
JVASP-110158,-8.13,-8.13,5
JVASP-11017,54.62,54.62,12
JVASP-110178,8.97,8.97,4
JVASP-110202,26.55,26.55,5
JVASP-110203,-0.12,-0.12,4
JVASP-110216,39.43,39.43,4
JVASP-110220,39.53,39.53,6
JVASP-110228,12.51,12.51,10
JVASP-110230,-18.24,-18.24,8
JVASP-110235,28.39,28.39,4
JVASP-110261,129.84,129.84,2
JVASP-110262,25.56,25.56,6
JVASP-110277,169.63,169.63,4
JVASP-110293,-10.52,-10.52,3
JVASP-1103,31.56,31.56,2
JVASP-110326,80.49,80.49,2
JVASP-110328,0.0,0.0,9
JVASP-110330,43.46,43.46,3
JVASP-110336,19.02,19.02,10
JVASP-110338,32.72,32.72,10
JVASP-110342,12.84,12.84,10
JVASP-110345,16.46,16.46,10
JVASP-110348,14.9,14.9,10
JVASP-11035,71.55,71.55,14
JVASP-110356,8.0,8.0,10
JVASP-110367,0.0,0.0,10
JVASP-11037,-4.68,-4.68,16
JVASP-110373,20.42,20.42,10
JVASP-110377,12.54,12.54,10
JVASP-110378,8.9,8.9,10
JVASP-11038,45.88,45.88,14
JVASP-110380,7.4,7.4,10
JVASP-110381,5.72,5.72,10
JVASP-110382,9.92,9.92,10
JVASP-110386,11.34,11.34,10
JVASP-110390,26.65,26.65,8
JVASP-110393,33.63,33.63,6
JVASP-110394,15.44,15.44,10
JVASP-110402,8.06,8.06,4
JVASP-110403,21.96,21.96,4
JVASP-110410,52.32,52.32,4
JVASP-110411,29.04,29.04,4
JVASP-110418,129.88,129.88,8
JVASP-110419,38.02,38.02,4
JVASP-11042,54.71,54.71,16
JVASP-110427,34.3,34.3,4
JVASP-110428,-12.32,-12.32,4
JVASP-110430,46.8,46.8,4
JVASP-110431,-11.43,-11.43,8
JVASP-110438,28.04,28.04,4
JVASP-110443,10.53,10.53,4
JVASP-110446,31.69,31.69,8
JVASP-110451,10.64,10.64,4
JVASP-110458,23.32,23.32,4
JVASP-110459,22.84,22.84,8
JVASP-11046,50.4,50.4,16
JVASP-110460,25.84,25.84,4
JVASP-110466,39.06,39.06,4
JVASP-11047,21.94,21.94,14
JVASP-110470,9.7,9.7,4
JVASP-110472,18.62,18.62,2
JVASP-11048,37.67,37.67,13
JVASP-110481,6.54,6.54,4
JVASP-110483,98.39,98.39,9
JVASP-110484,9.87,9.87,4
JVASP-110485,29.15,29.15,8
JVASP-11049,17.55,17.55,16
JVASP-110490,18.61,18.61,9
JVASP-110492,12.59,12.59,8
JVASP-110499,7.3,7.3,4
JVASP-110500,9.93,9.93,10
JVASP-110506,57.22,57.22,5
JVASP-110509,11.74,11.74,9
JVASP-110512,8.22,8.22,9
JVASP-110513,113.88,113.88,8
JVASP-110516,21.76,21.76,8
JVASP-110519,69.03,69.03,6
JVASP-11052,21.03,21.03,13
JVASP-11053,85.99,85.99,18
JVASP-110530,49.92,49.92,6
JVASP-110531,61.94,61.94,6
JVASP-110532,50.14,50.14,4
JVASP-110534,63.08,63.08,10
JVASP-110540,114.73,114.73,5
JVASP-110541,77.82,77.82,10
JVASP-11055,67.45,67.45,19
JVASP-110558,42.43,42.43,4
JVASP-110560,16.42,16.42,6
JVASP-110562,15.81,15.81,4
JVASP-110563,9.67,9.67,7
JVASP-110564,187.73,187.73,4
JVASP-110565,141.53,141.53,8
JVASP-110567,45.09,45.09,4
JVASP-110577,38.0,38.0,8
JVASP-11058,78.64,78.64,14
JVASP-110589,66.31,66.31,6
JVASP-110606,21.42,21.42,8
JVASP-110608,42.04,42.04,3
JVASP-110618,54.2,54.2,6
JVASP-110622,91.47,91.47,8
JVASP-110624,90.54,90.54,6
JVASP-110725,8.6,8.6,3
JVASP-110745,10.39,10.39,4
JVASP-110752,81.15,81.15,4
JVASP-11076,83.7,83.7,12
JVASP-110765,7.23,7.23,4
JVASP-110768,23.22,23.22,4
JVASP-110785,-10.53,-10.53,4
JVASP-110786,78.87,78.87,4
JVASP-110793,-2.24,-2.24,1
JVASP-110799,3.33,3.33,4
JVASP-110801,6.66,6.66,4
JVASP-110809,13.49,13.49,4
JVASP-11082,87.57,87.57,10
JVASP-110821,58.39,58.39,4
JVASP-110823,57.48,57.48,4
JVASP-110855,22.22,22.22,4
JVASP-110868,101.48,101.48,5
JVASP-110876,1.13,1.13,4
JVASP-110883,24.32,24.32,4
JVASP-110885,14.73,14.73,4
JVASP-110890,40.89,40.89,4
JVASP-1109,21.34,21.34,8
JVASP-110918,-9.61,-9.61,5
JVASP-110951,-24.09,-24.09,4
JVASP-110958,50.01,50.01,6
JVASP-111006,21.08,21.08,4
JVASP-111008,54.51,54.51,3
JVASP-111020,34.52,34.52,6
JVASP-111023,7.51,7.51,4
JVASP-111058,5.35,5.35,2
JVASP-111093,20.91,20.91,4
JVASP-111098,1.21,1.21,8
JVASP-111111,22.25,22.25,4
JVASP-111115,10.69,10.69,2
JVASP-111128,6.96,6.96,2
JVASP-111129,-14.52,-14.52,7
JVASP-11119,0.71,0.71,10
JVASP-1112,36.26,36.26,2
JVASP-11120,19.43,19.43,14
JVASP-111242,13.01,13.01,10
JVASP-11125,11.13,11.13,10
JVASP-111252,28.4,28.4,4
JVASP-111253,-13.15,-13.15,4
JVASP-111259,24.75,24.75,4
JVASP-11128,69.74,69.74,12
JVASP-111283,6.37,6.37,8
JVASP-11129,14.28,14.28,14
JVASP-111316,19.72,19.72,4
JVASP-11132,44.35,44.35,12
JVASP-111326,59.97,59.97,6
JVASP-111347,42.94,42.94,6
JVASP-111350,43.03,43.03,10
JVASP-111352,151.25,151.25,2
JVASP-111357,104.54,104.54,4
JVASP-11136,14.76,14.76,10
JVASP-111378,4.03,4.03,6
JVASP-111383,15.73,15.73,3
JVASP-111388,38.85,38.85,6
JVASP-111399,42.81,42.81,9
JVASP-111404,64.9,64.9,12
JVASP-111409,3.66,3.66,12
JVASP-111410,6.8,6.8,12
JVASP-111411,2.33,2.33,12
JVASP-11143,24.62,24.62,10
JVASP-11145,61.68,61.68,10
JVASP-11146,42.95,42.95,18
JVASP-111485,28.17,28.17,12
JVASP-111486,0.0,0.0,18
JVASP-1115,33.48,33.48,2
JVASP-11150,114.14,114.14,16
JVASP-111504,0.0,0.0,11
JVASP-111506,1.87,1.87,12
JVASP-111516,5.26,5.26,20
JVASP-11153,30.04,30.04,10
JVASP-111549,14.65,14.65,16
JVASP-11158,29.21,29.21,18
JVASP-11159,29.56,29.56,18
JVASP-111609,2.41,2.41,12
JVASP-11161,23.4,23.4,10
JVASP-111610,73.71,73.71,12
JVASP-111621,8.78,8.78,20
JVASP-11163,28.66,28.66,10
JVASP-111630,112.45,112.45,18
JVASP-111631,85.9,85.9,20
JVASP-111638,28.92,28.92,20
JVASP-11164,29.94,29.94,10
JVASP-111647,64.65,64.65,16
JVASP-111656,45.04,45.04,20
JVASP-111659,26.31,26.31,13
JVASP-11166,44.84,44.84,14
JVASP-111668,119.07,119.07,20
JVASP-111680,44.67,44.67,20
JVASP-11169,19.71,19.71,12
JVASP-111690,0.0,0.0,24
JVASP-11170,9.99,9.99,12
JVASP-111709,0.67,0.67,30
JVASP-11171,9.2,9.2,12
JVASP-11172,13.02,13.02,18
JVASP-111724,24.08,24.08,12
JVASP-11173,148.46,148.46,10
JVASP-111735,11.18,11.18,12
JVASP-111738,86.3,86.3,24
JVASP-111760,41.74,41.74,18
JVASP-111773,9.28,9.28,16
JVASP-11178,28.52,28.52,14
JVASP-111789,1.51,1.51,12
JVASP-111796,107.47,107.47,20
JVASP-1118,32.61,32.61,8
JVASP-11180,29.12,29.12,14
JVASP-111808,33.86,33.86,11
JVASP-111809,-0.0,-0.0,22
JVASP-111817,88.69,88.69,12
JVASP-11183,85.25,85.25,12
JVASP-111830,24.23,24.23,24
JVASP-111831,55.05,55.05,13
JVASP-11184,15.3,15.3,18
JVASP-111847,64.39,64.39,16
JVASP-111849,73.65,73.65,12
JVASP-11187,16.17,16.17,16
JVASP-111878,0.4,0.4,28
JVASP-11189,62.84,62.84,16
JVASP-11190,67.33,67.33,10
JVASP-11192,78.0,78.0,12
JVASP-111927,38.9,38.9,22
JVASP-111938,37.61,37.61,16
JVASP-11194,12.6,12.6,14
JVASP-111940,46.44,46.44,12
JVASP-111943,37.52,37.52,14
JVASP-111954,54.05,54.05,12
JVASP-111966,28.81,28.81,14
JVASP-111969,43.85,43.85,30
JVASP-11197,13.69,13.69,14
JVASP-11198,47.6,47.6,16
JVASP-111997,0.22,0.22,12
JVASP-11200,16.34,16.34,10
JVASP-11201,20.12,20.12,14
JVASP-112013,18.77,18.77,10
JVASP-11202,7.67,7.67,16
JVASP-11203,8.62,8.62,16
JVASP-11205,10.72,10.72,16
JVASP-11206,9.39,9.39,16
JVASP-1121,31.74,31.74,2
JVASP-112102,43.61,43.61,12
JVASP-11211,10.55,10.55,15
JVASP-11212,9.15,9.15,16
JVASP-112145,27.91,27.91,10
JVASP-112146,39.01,39.01,10
JVASP-112295,38.41,38.41,16
JVASP-112335,12.14,12.14,14
JVASP-11237,38.92,38.92,10
JVASP-112375,63.38,63.38,12
JVASP-112574,90.91,90.91,24
JVASP-1127,132.42,132.42,5
JVASP-11273,-14.91,-14.91,10
JVASP-11274,13.6,13.6,10
JVASP-11276,43.05,43.05,13
JVASP-11280,36.95,36.95,14
JVASP-11283,54.25,54.25,13
JVASP-11284,37.93,37.93,10
JVASP-11286,16.97,16.97,16
JVASP-11287,11.19,11.19,16
JVASP-11292,62.08,62.08,12
JVASP-11293,94.65,94.65,14
JVASP-112944,57.02,57.02,16
JVASP-11297,43.45,43.45,14
JVASP-11299,31.59,31.59,12
JVASP-1130,55.28,55.28,2
JVASP-11300,24.71,24.71,12
JVASP-11301,22.49,22.49,14
JVASP-11311,42.22,42.22,14
JVASP-11314,34.31,34.31,12
JVASP-11321,14.39,14.39,14
JVASP-11322,42.58,42.58,12
JVASP-11323,60.54,60.54,13
JVASP-11324,62.39,62.39,13
JVASP-1133,81.9,81.9,3
JVASP-11340,33.9,33.9,14
JVASP-11342,52.53,52.53,14
JVASP-113423,36.82,36.82,2
JVASP-113437,4.84,4.84,4
JVASP-11344,-6.9,-6.9,10
JVASP-113442,7.13,7.13,3
JVASP-113443,38.68,38.68,2
JVASP-113446,-3.88,-3.88,3
JVASP-113457,6.96,6.96,3
JVASP-11349,31.79,31.79,16
JVASP-113516,12.55,12.55,3
JVASP-113537,23.43,23.43,4
JVASP-113542,23.45,23.45,3
JVASP-113544,19.79,19.79,3
JVASP-113553,-1.93,-1.93,3
JVASP-11356,38.85,38.85,12
JVASP-113571,35.76,35.76,5
JVASP-113581,20.11,20.11,3
JVASP-1136,24.54,24.54,3
JVASP-11361,30.48,30.48,10
JVASP-113630,20.23,20.23,3
JVASP-113634,10.29,10.29,4
JVASP-113637,8.7,8.7,2
JVASP-113642,19.04,19.04,3
JVASP-113644,-1.06,-1.06,3
JVASP-113645,5.61,5.61,6
JVASP-113649,47.24,47.24,5
