jid,mbj_bandgap,target,num_atoms
JVASP-42824,0.0,0.0,14
JVASP-14057,0.0,0.0,8
JVASP-87061,0.0,0.0,16
JVASP-1363,1.256,1.256,2
JVASP-65542,0.0,0.0,4
JVASP-64980,0.0,0.0,3
JVASP-48407,0.0,0.0,22
JVASP-48671,0.0,0.0,15
JVASP-107768,0.0,0.0,4
JVASP-65194,0.0,0.0,6
JVASP-22592,1.696,1.696,7
JVASP-65271,0.0,0.0,3
JVASP-60915,6.957,6.957,35
JVASP-65155,0.0,0.0,6
JVASP-14759,0.0,0.0,4
JVASP-61264,0.307,0.307,36
JVASP-62904,3.578,3.578,22
JVASP-18616,0.0,0.0,4
JVASP-65508,0.0,0.0,4
JVASP-22705,1.445,1.445,7
JVASP-85302,2.661,2.661,18
JVASP-42243,0.0,0.0,28
JVASP-14792,0.0,0.0,6
JVASP-28366,0.742,0.742,5
JVASP-97325,0.059,0.059,8
JVASP-14847,0.0,0.0,8
JVASP-15435,0.0,0.0,5
JVASP-62434,7.651,7.651,23
JVASP-61501,6.013,6.013,28
JVASP-62045,2.702,2.702,8
JVASP-5536,1.632,1.632,14
JVASP-65437,0.0,0.0,4
JVASP-42557,0.0,0.0,18
JVASP-86457,3.598,3.598,5
JVASP-17252,0.0,0.0,3
JVASP-65230,0.0,0.0,6
JVASP-3543,4.994,4.994,6
JVASP-52568,0.0,0.0,3
JVASP-61265,0.0,0.0,10
JVASP-21527,2.156,2.156,32
JVASP-19869,0.0,0.0,6
JVASP-42826,2.406,2.406,16
JVASP-87062,0.0,0.0,12
JVASP-18402,0.0,0.0,4
JVASP-62756,6.115,6.115,4
JVASP-65509,0.0,0.0,4
JVASP-86518,2.426,2.426,18
JVASP-22593,0.0,0.0,9
JVASP-65383,0.0,0.0,4
JVASP-62276,0.0,0.0,4
JVASP-19858,0.0,0.0,2
JVASP-15002,0.0,0.0,8
JVASP-65545,0.0,0.0,4
JVASP-90642,0.0,0.0,8
JVASP-89320,2.97,2.97,14
JVASP-65018,0.0,0.0,3
JVASP-5353,3.395,3.395,12
JVASP-14629,0.0,0.0,8
JVASP-1405,5.29,5.29,2
JVASP-65440,0.0,0.0,4
JVASP-62906,3.238,3.238,8
JVASP-98268,0.0,0.0,16
JVASP-3849,2.121,2.121,8
JVASP-65619,0.0,0.0,4
JVASP-65584,0.0,0.0,4
JVASP-65157,0.0,0.0,6
JVASP-22565,1.044,1.044,8
JVASP-87928,0.0,0.0,5
JVASP-86921,5.282,5.282,12
JVASP-12165,4.76,4.76,6
JVASP-61768,0.0,0.0,12
JVASP-98484,0.0,0.0,20
JVASP-44617,0.0,0.0,14
JVASP-98606,4.828,4.828,24
JVASP-1699,0.75,0.75,3
JVASP-61272,1.147,1.147,12
JVASP-85680,4.536,4.536,18
JVASP-65656,0.0,0.0,4
JVASP-65309,0.0,0.0,6
JVASP-52571,3.22,3.22,20
JVASP-22672,2.045,2.045,4
JVASP-91668,2.568,2.568,8
JVASP-60924,2.361,2.361,16
JVASP-28367,1.737,1.737,5
JVASP-65443,0.0,0.0,4
JVASP-15641,0.0,0.0,5
JVASP-85731,0.0,0.0,12
JVASP-47993,0.0,0.0,18
JVASP-16086,0.0,0.0,1
JVASP-65620,0.0,0.0,4
JVASP-90185,0.0,0.0,9
JVASP-43107,0.0,0.0,14
JVASP-65735,0.0,0.0,6
JVASP-62061,6.189,6.189,27
JVASP-62909,0.0,0.0,7
JVASP-14590,0.0,0.0,2
JVASP-17253,0.0,0.0,3
JVASP-65275,0.0,0.0,3
JVASP-65547,0.0,0.0,4
JVASP-61785,0.0,0.0,8
JVASP-65511,0.0,0.0,4
JVASP-18403,0.0,0.0,3
JVASP-86112,8.783,8.783,12
JVASP-92166,0.0,0.0,8
JVASP-91575,2.563,2.563,8
JVASP-42156,0.0,0.0,16
JVASP-62279,4.443,4.443,24
JVASP-1408,1.777,1.777,2
JVASP-91623,4.508,4.508,8
JVASP-62617,0.0,0.0,24
JVASP-61273,1.108,1.108,8
JVASP-60927,2.123,2.123,32
JVASP-65447,0.0,0.0,4
JVASP-98485,0.0,0.0,20
JVASP-64905,0.0,0.0,6
JVASP-98274,0.0,0.0,20
JVASP-65586,0.0,0.0,4
JVASP-65276,0.0,0.0,6
JVASP-12112,3.647,3.647,6
JVASP-3120,2.665,2.665,8
JVASP-62066,1.946,1.946,32
JVASP-65657,0.0,0.0,4
JVASP-90130,0.0,0.0,9
JVASP-65201,0.0,0.0,6
JVASP-3852,2.296,2.296,6
JVASP-12166,5.328,5.328,6
JVASP-91535,0.0,0.0,8
JVASP-89324,0.015,0.015,10
JVASP-65236,0.0,0.0,6
JVASP-18696,0.0,0.0,6
JVASP-62285,2.458,2.458,34
JVASP-86519,4.412,4.412,18
JVASP-5359,0.0,0.0,4
JVASP-65512,0.0,0.0,4
JVASP-97375,0.016,0.016,14
JVASP-20088,0.629,0.629,2
JVASP-44991,0.0,0.0,17
JVASP-62618,6.114,6.114,4
JVASP-65624,0.0,0.0,4
JVASP-65700,0.0,0.0,4
JVASP-65587,0.0,0.0,4
JVASP-86113,9.031,9.031,12
JVASP-15349,0.0,0.0,5
JVASP-90783,0.0,0.0,8
JVASP-3549,4.871,4.871,5
JVASP-42829,0.0,0.0,15
JVASP-65277,0.0,0.0,6
JVASP-86620,1.244,1.244,12
JVASP-90060,0.0,0.0,9
JVASP-92217,1.584,1.584,8
JVASP-14591,0.0,0.0,2
JVASP-15642,0.0,0.0,6
JVASP-65160,0.0,0.0,6
JVASP-65659,0.0,0.0,4
JVASP-14700,0.0,0.0,6
JVASP-61278,6.443,6.443,12
JVASP-4741,0.0,0.0,3
JVASP-91808,0.0,0.0,8
JVASP-91861,0.0,0.0,8
JVASP-85305,0.457,0.457,16
JVASP-46525,0.0,0.0,14
JVASP-43021,0.0,0.0,6
JVASP-65701,0.0,0.0,4
JVASP-28399,1.763,1.763,6
JVASP-18949,0.0,0.0,2
JVASP-15185,0.0,0.0,5
JVASP-98349,0.0,0.0,5
JVASP-65660,0.0,0.0,4
JVASP-50703,0.0,0.0,2
JVASP-3855,1.666,1.666,8
JVASP-335,0.0,0.0,3
JVASP-65588,0.0,0.0,4
JVASP-65278,0.0,0.0,6
JVASP-19885,0.0,0.0,2
JVASP-65395,0.0,0.0,4
JVASP-60941,4.833,4.833,32
JVASP-65776,0.0,0.0,4
JVASP-89921,1.811,1.811,9
JVASP-15134,0.0,0.0,4
JVASP-48117,0.0,0.0,14
JVASP-86869,5.621,5.621,8
JVASP-86459,0.0,0.0,10
JVASP-65702,0.0,0.0,4
JVASP-50868,0.0,0.0,10
JVASP-3552,5.023,5.023,6
JVASP-68951,0.0,0.0,4
JVASP-22673,5.988,5.988,4
JVASP-91670,1.165,1.165,8
JVASP-65516,0.0,0.0,4
JVASP-92167,2.197,2.197,8
JVASP-65550,0.0,0.0,4
JVASP-69035,0.0,0.0,6
JVASP-28400,1.351,1.351,3
JVASP-16087,0.0,0.0,1
JVASP-65738,0.0,0.0,4
JVASP-97797,0.0,0.0,10
JVASP-69070,0.0,0.0,4
JVASP-3270,1.637,1.637,8
JVASP-601,0.0,0.0,3
JVASP-60966,1.624,1.624,28
JVASP-65589,0.0,0.0,4
JVASP-65238,0.0,0.0,6
JVASP-85682,4.282,4.282,16
JVASP-86797,0.622,0.622,6
JVASP-65661,0.0,0.0,4
JVASP-62464,4.815,4.815,9
JVASP-65777,0.0,0.0,4
JVASP-69195,0.0,0.0,6
JVASP-65313,0.0,0.0,3
JVASP-69110,0.0,0.0,4
JVASP-65703,0.0,0.0,4
JVASP-97377,0.0,0.0,21
JVASP-65627,0.0,0.0,4
JVASP-14701,0.0,0.0,6
JVASP-65454,0.0,0.0,4
JVASP-65398,0.0,0.0,4
JVASP-48176,0.0,0.0,4
JVASP-85389,4.345,4.345,14
JVASP-87125,3.269,3.269,16
JVASP-86170,0.761,0.761,8
JVASP-91577,0.0,0.0,8
JVASP-69231,0.0,0.0,4
JVASP-69154,0.0,0.0,4
JVASP-68953,0.0,0.0,4
JVASP-16175,0.0,0.0,3
JVASP-65166,0.0,0.0,6
JVASP-3861,6.016,6.016,6
JVASP-86114,2.928,2.928,18
JVASP-69234,0.0,0.0,4
JVASP-92218,1.832,1.832,8
JVASP-86694,1.884,1.884,12
JVASP-69113,0.0,0.0,4
JVASP-97798,0.0,0.0,12
JVASP-69037,0.071,0.071,4
JVASP-62771,7.958,7.958,11
JVASP-86750,0.0,0.0,5
JVASP-52572,3.162,3.162,4
JVASP-68997,0.0,0.0,4
JVASP-65591,0.0,0.0,4
JVASP-69311,0.0,0.0,4
JVASP-16088,0.0,0.0,1
JVASP-69156,0.0,0.0,4
JVASP-65664,0.0,0.0,4
JVASP-69197,0.0,0.0,4
JVASP-42830,0.0,0.0,12
JVASP-69075,0.0,0.0,4
JVASP-69274,0.0,0.0,4
JVASP-65740,0.0,0.0,4
JVASP-65280,0.0,0.0,6
JVASP-15222,0.0,0.0,5
JVASP-91764,0.0,0.0,8
JVASP-69361,0.0,0.0,4
JVASP-65629,0.0,0.0,4
JVASP-65169,0.0,0.0,6
JVASP-65402,0.0,0.0,4
JVASP-1963,1.683,1.683,3
JVASP-65520,0.0,0.0,4
JVASP-3273,1.534,1.534,8
JVASP-65556,0.0,0.0,4
JVASP-87066,0.0,0.0,12
JVASP-5260,0.152,0.152,8
JVASP-86460,4.816,4.816,9
JVASP-65315,0.0,0.0,6
JVASP-69038,0.0,0.0,4
JVASP-86521,0.0,0.0,10
JVASP-65784,0.0,0.0,4
JVASP-69235,0.0,0.0,4
JVASP-62314,1.515,1.515,16
JVASP-65521,0.0,0.0,4
JVASP-97980,0.0,0.0,10
JVASP-68998,0.0,0.0,4
JVASP-62775,0.0,0.0,18
JVASP-65667,0.0,0.0,4
JVASP-85600,2.686,2.686,10
JVASP-22723,1.137,1.137,8
JVASP-61305,4.974,4.974,12
JVASP-63408,1.881,1.881,12
JVASP-69363,0.0,0.0,4
JVASP-62634,0.0,0.0,19
JVASP-65785,0.0,0.0,4
JVASP-62112,7.65,7.65,23
JVASP-69314,0.0,0.0,4
JVASP-65403,0.0,0.0,4
JVASP-65741,0.0,0.0,4
JVASP-65707,0.0,0.0,4
JVASP-86995,5.387,5.387,8
JVASP-69158,0.0,0.0,4
JVASP-69275,0.0,0.0,4
JVASP-69238,0.0,0.0,6
JVASP-69116,0.0,0.0,6
JVASP-65208,0.0,0.0,6
JVASP-86626,1.291,1.291,18
JVASP-69040,0.0,0.0,4
JVASP-68960,0.0,0.0,4
JVASP-65595,0.0,0.0,4
JVASP-65631,0.0,0.0,4
JVASP-69117,0.0,0.0,4
JVASP-15777,0.0,0.0,8
JVASP-3660,0.996,0.996,7
JVASP-91716,1.762,1.762,8
JVASP-3864,2.511,2.511,9
JVASP-62778,6.114,6.114,4
JVASP-65469,0.0,0.0,4
JVASP-63414,0.0,0.0,4
JVASP-2190,4.834,4.834,8
JVASP-90785,0.0,0.0,8
JVASP-16089,0.0,0.0,1
JVASP-69078,0.0,0.0,4
JVASP-65527,0.0,0.0,4
JVASP-43961,0.0,0.0,12
JVASP-14703,0.0,0.0,8
JVASP-69201,0.0,0.0,4
JVASP-65708,0.0,0.0,4
JVASP-69364,0.0,0.0,4
JVASP-3555,2.956,2.956,9
JVASP-3282,2.226,2.226,9
JVASP-65742,0.0,0.0,4
JVASP-62325,1.73,1.73,16
JVASP-65404,0.0,0.0,4
JVASP-86400,2.358,2.358,5
JVASP-69315,0.251,0.251,4
JVASP-65561,0.0,0.0,4
JVASP-69239,0.0,0.0,4
JVASP-15982,0.0,0.0,5
JVASP-42250,0.0,0.0,13
JVASP-65317,0.0,0.0,6
JVASP-90653,0.0,0.0,8
JVASP-91537,0.759,0.759,8
JVASP-69000,0.0,0.0,4
JVASP-90191,0.484,0.484,9
JVASP-65528,0.0,0.0,4
JVASP-91810,6.547,6.547,8
JVASP-86754,3.157,3.157,12
JVASP-65247,0.0,0.0,6
JVASP-65596,0.0,0.0,4
JVASP-69277,0.0,0.0,4
JVASP-16048,0.0,0.0,3
JVASP-92219,1.673,1.673,8
JVASP-65670,0.0,0.0,4
JVASP-69042,0.0,0.0,4
JVASP-66051,0.0,0.0,3
JVASP-85486,2.886,2.886,16
JVASP-66090,0.0,0.0,6
JVASP-65788,0.0,0.0,4
JVASP-65529,0.0,0.0,6
JVASP-65633,1.471,1.471,4
JVASP-63056,6.956,6.956,22
JVASP-62790,3.131,3.131,24
JVASP-65472,0.0,0.0,4
JVASP-69120,0.0,0.0,4
JVASP-92169,0.0,0.0,8
JVASP-86799,0.379,0.379,5
JVASP-97983,0.0,0.0,14
JVASP-90830,0.0,0.0,8
JVASP-85684,3.939,3.939,10
JVASP-85738,0.0,0.0,10
JVASP-228,0.0,0.0,6
JVASP-61574,6.027,6.027,6
JVASP-86522,10.256,10.256,11
JVASP-66053,0.642,0.642,3
JVASP-20061,0.0,0.0,2
JVASP-69081,0.0,0.0,4
JVASP-86463,3.028,3.028,8
JVASP-69280,0.0,0.0,4
JVASP-3870,2.931,2.931,9
JVASP-65174,0.0,0.0,6
JVASP-14704,0.0,0.0,2
JVASP-88048,8.1,8.1,10
JVASP-62327,8.426,8.426,36
JVASP-85948,7.9,7.9,18
JVASP-69161,0.0,0.0,4
JVASP-66126,0.0,0.0,3
JVASP-60794,5.588,5.588,15
JVASP-69367,0.0,0.0,4
JVASP-65562,0.0,0.0,4
JVASP-69240,0.0,0.0,4
JVASP-3285,2.359,2.359,8
JVASP-61586,0.557,0.557,9
JVASP-65789,0.0,0.0,4
JVASP-65248,0.0,0.0,3
JVASP-69002,0.0,0.0,4
JVASP-65175,0.0,0.0,3
JVASP-66165,0.0,0.0,3
JVASP-69043,0.0,0.0,4
JVASP-65744,0.0,0.0,4
JVASP-65634,0.0,0.0,4
JVASP-65597,0.0,0.0,4
JVASP-65407,0.0,0.0,4
JVASP-69204,0.0,0.0,4
JVASP-66054,0.32,0.32,3
JVASP-68963,0.0,0.0,4
JVASP-69323,0.0,0.0,4
JVASP-65672,0.0,0.0,4
JVASP-91628,6.654,6.654,8
JVASP-65289,0.0,0.0,6
JVASP-53085,1.991,1.991,8
JVASP-15697,0.0,0.0,6
JVASP-69082,0.0,0.0,4
JVASP-65598,0.0,0.0,4
JVASP-65711,0.0,0.0,4
JVASP-65211,0.0,0.0,6
JVASP-53555,0.0,0.0,7
JVASP-66055,0.0,0.0,6
JVASP-15076,0.0,0.0,4
JVASP-62936,6.172,6.172,48
JVASP-63714,0.234,0.234,24
JVASP-69122,0.091,0.091,4
JVASP-66247,0.0,0.0,6
JVASP-65563,0.435,0.435,4
JVASP-66326,0.0,0.0,3
JVASP-65176,0.0,0.0,6
JVASP-65531,0.0,0.0,4
JVASP-90786,0.0,0.0,8
JVASP-66166,0.0,0.0,3
JVASP-62131,0.0,0.0,5
JVASP-69244,0.0,0.0,6
JVASP-69003,0.0,0.0,4
JVASP-15779,0.0,0.0,1
JVASP-86173,0.964,0.964,17
JVASP-65635,0.0,0.0,4
JVASP-66374,0.0,0.0,6
JVASP-69163,0.0,0.0,4
JVASP-66134,0.0,0.0,3
JVASP-66452,0.0,0.0,6
JVASP-69044,0.0,0.0,6
JVASP-3339,2.038,2.038,6
JVASP-63064,1.732,1.732,32
JVASP-65600,0.0,0.0,4
JVASP-68966,0.0,0.0,4
JVASP-65409,0.0,0.0,4
JVASP-66415,0.0,0.0,6
JVASP-66056,0.0,0.0,3
JVASP-66210,0.0,0.0,6
JVASP-65480,0.0,0.0,4
JVASP-66453,0.0,0.0,6
JVASP-62513,3.946,3.946,16
JVASP-53265,0.0,0.0,4
JVASP-3288,1.994,1.994,8
JVASP-3876,4.002,4.002,9
JVASP-66099,0.0,0.0,3
JVASP-62940,6.114,6.114,4
JVASP-66251,0.0,0.0,6
JVASP-65250,0.0,0.0,3
JVASP-69370,0.0,0.0,4
JVASP-65746,0.0,0.0,4
JVASP-65675,0.0,0.0,4
JVASP-63201,0.0,0.0,6
JVASP-18785,0.0,0.0,4
JVASP-66329,0.0,0.0,3
JVASP-65178,0.0,0.0,6
JVASP-63844,0.0,0.0,3
JVASP-65565,0.0,0.0,4
JVASP-90831,0.0,0.0,8
JVASP-62144,2.217,2.217,40
JVASP-69326,0.0,0.0,4
JVASP-86325,2.166,2.166,5
JVASP-66135,0.0,0.0,3
JVASP-66573,0.0,0.0,3
JVASP-43552,0.0,0.0,4
JVASP-91965,5.106,5.106,8
JVASP-90270,9.526,9.526,9
JVASP-14555,0.0,0.0,2
JVASP-14631,0.0,0.0,3
JVASP-61327,7.254,7.254,32
JVASP-65534,0.0,0.0,4
JVASP-69045,0.0,0.0,4
JVASP-63424,0.0,0.0,10
JVASP-65795,0.0,0.0,4
JVASP-15596,0.0,0.0,4
JVASP-62335,0.0,0.0,5
JVASP-14592,0.0,0.0,4
JVASP-65637,3.715,3.715,4
JVASP-69284,0.0,0.0,4
JVASP-69166,0.0,0.0,4
JVASP-66330,0.0,0.0,6
JVASP-53303,0.0,0.0,8
JVASP-85685,0.0,0.0,12
JVASP-65601,0.0,0.0,4
JVASP-85326,0.0,0.0,2
JVASP-65292,0.289,0.289,6
JVASP-43964,1.085,1.085,16
JVASP-66057,0.0,0.0,6
JVASP-15307,0.0,0.0,4
JVASP-88234,6.121,6.121,14
JVASP-66213,0.0,0.0,3
JVASP-69285,0.0,0.0,4
JVASP-66456,0.0,0.0,6
JVASP-66419,0.0,0.0,6
JVASP-66170,0.0,0.0,3
JVASP-18829,0.0,0.0,5
JVASP-69371,0.0,0.0,4
JVASP-66332,0.0,0.0,6
JVASP-65566,0.0,0.0,4
JVASP-28369,1.873,1.873,4
JVASP-69125,0.0,0.0,4
JVASP-48879,1.751,1.751,17
JVASP-65293,0.0,0.0,6
JVASP-66058,0.0,0.0,6
JVASP-66378,0.0,0.0,3
JVASP-98682,0.0,0.0,24
JVASP-86404,6.005,6.005,6
JVASP-91539,0.0,0.0,8
JVASP-97339,3.768,3.768,32
JVASP-50812,4.052,4.052,6
JVASP-64192,0.0,0.0,6
JVASP-14107,0.0,0.0,3
JVASP-64096,0.0,0.0,6
JVASP-90628,3.112,3.112,8
JVASP-1999,7.876,7.876,2
JVASP-64794,0.0,0.0,6
JVASP-64190,0.0,0.0,6
JVASP-87104,3.45,3.45,12
JVASP-85923,10.257,10.257,11
JVASP-21521,3.486,3.486,30
JVASP-37193,0.0,0.0,4
JVASP-64248,0.0,0.0,6
JVASP-87042,5.475,5.475,8
JVASP-39408,0.0,0.0,4
JVASP-1357,2.31,2.31,2
JVASP-38330,0.0,0.0,5
JVASP-37043,0.0,0.0,4
JVASP-16044,0.0,0.0,8
JVASP-91523,1.609,1.609,8
JVASP-19924,0.0,0.0,5
JVASP-3261,3.646,3.646,5
JVASP-38302,0.0,0.0,5
JVASP-12106,0.107,0.107,12
JVASP-63918,0.0,0.0,3
JVASP-64134,0.0,0.0,6
JVASP-5491,0.739,0.739,22
JVASP-1843,2.203,2.203,4
JVASP-39279,0.0,0.0,5
JVASP-37144,0.0,0.0,4
JVASP-64049,0.0,0.0,6
JVASP-577,0.0,0.0,3
JVASP-3102,5.904,5.904,5
JVASP-49777,1.495,1.495,7
JVASP-19903,0.0,0.0,2
JVASP-37102,0.0,0.0,4
JVASP-22699,4.494,4.494,6
JVASP-15833,0.0,0.0,6
JVASP-39452,0.0,0.0,4
JVASP-14831,0.0,0.0,2
JVASP-43629,5.755,5.755,8
JVASP-52890,7.11,7.11,24
JVASP-44256,0.0,0.0,8
JVASP-15812,0.0,0.0,4
JVASP-64728,0.0,0.0,6
JVASP-63427,0.648,0.648,20
JVASP-3291,7.041,7.041,6
JVASP-66333,0.0,0.0,6
JVASP-66577,0.0,0.0,6
JVASP-15038,0.0,0.0,6
JVASP-86802,4.541,4.541,12
JVASP-65679,0.0,0.0,4
JVASP-66140,0.0,0.0,3
JVASP-66215,0.0,0.0,6
JVASP-61798,5.01,5.01,18
JVASP-3879,3.22,3.22,9
JVASP-42251,0.0,0.0,18
JVASP-65639,0.0,0.0,4
JVASP-65535,0.0,0.0,4
JVASP-85951,4.166,4.166,13
JVASP-66422,0.0,0.0,6
JVASP-86756,0.0,0.0,6
JVASP-1192,1.84,1.84,2
JVASP-42333,0.0,0.0,24
JVASP-66298,0.0,0.0,3
JVASP-69009,0.0,0.0,4
JVASP-65490,0.0,0.0,4
JVASP-66578,1.913,1.913,3
JVASP-62342,3.216,3.216,36
JVASP-66105,0.0,0.0,6
JVASP-66141,0.0,0.0,3
JVASP-65602,2.982,2.982,4
JVASP-63205,4.814,4.814,9
JVASP-65750,0.0,0.0,4
JVASP-66494,0.0,0.0,3
JVASP-66423,0.0,0.0,6
JVASP-69126,0.0,0.0,4
JVASP-61342,1.073,1.073,8
JVASP-18490,0.0,0.0,7
JVASP-66299,0.0,0.0,6
JVASP-91678,0.0,0.0,8
JVASP-66257,0.0,0.0,3
JVASP-66335,0.0,0.0,3
JVASP-69047,0.0,0.0,4
JVASP-69372,0.0,0.0,4
JVASP-66613,0.0,0.0,3
JVASP-66579,0.0,0.0,6
JVASP-91581,0.0,0.0,8
JVASP-66106,0.377,0.377,3
JVASP-69087,0.0,0.0,4
JVASP-62345,3.161,3.161,9
JVASP-66216,0.0,0.0,3
JVASP-87072,9.831,9.831,12
JVASP-66424,0.0,0.0,6
JVASP-66647,0.0,0.0,6
JVASP-65569,0.0,0.0,4
JVASP-66172,0.0,0.0,6
JVASP-66463,0.0,0.0,3
JVASP-86297,2.998,2.998,14
JVASP-66258,0.0,0.0,6
JVASP-63287,6.721,6.721,22
JVASP-63208,0.0,0.0,13
JVASP-91630,0.709,0.709,8
JVASP-69288,0.0,0.0,4
JVASP-86934,3.385,3.385,14
JVASP-66142,0.0,0.0,3
JVASP-92172,0.0,0.0,8
JVASP-66497,0.0,0.0,6
JVASP-69218,0.0,0.0,4
JVASP-92222,2.246,2.246,8
JVASP-86635,2.313,2.313,4
JVASP-66464,0.065,0.065,6
JVASP-91721,5.117,5.117,8
JVASP-66259,0.21,0.21,3
JVASP-69329,1.287,1.287,4
JVASP-66300,1.914,1.914,3
JVASP-63288,0.0,0.0,6
JVASP-65537,0.0,0.0,4
JVASP-66342,0.0,0.0,3
JVASP-66614,1.124,1.124,3
JVASP-66536,0.859,0.859,4
JVASP-87002,0.0,0.0,12
JVASP-86121,0.677,0.677,16
JVASP-3882,2.947,2.947,9
JVASP-86326,0.0,0.0,5
JVASP-63442,8.517,8.517,12
JVASP-62645,0.0,0.0,8
JVASP-62356,5.436,5.436,24
JVASP-66581,0.557,0.557,3
JVASP-66067,0.0,0.0,3
JVASP-65604,0.0,0.0,4
JVASP-85330,3.532,3.532,16
JVASP-69373,0.0,0.0,4
JVASP-65753,0.0,0.0,4
JVASP-69255,2.459,2.459,4
JVASP-61358,5.556,5.556,18
JVASP-66263,0.0,0.0,3
JVASP-66144,0.0,0.0,6
JVASP-65493,0.0,0.0,4
JVASP-66302,0.0,0.0,6
JVASP-48686,0.0,0.0,15
JVASP-85686,4.641,4.641,19
JVASP-86468,0.0,0.0,8
JVASP-66108,0.0,0.0,6
JVASP-65415,0.0,0.0,4
JVASP-66068,0.0,0.0,3
JVASP-62522,7.17,7.17,40
JVASP-66384,0.0,0.0,6
JVASP-62158,0.0,0.0,9
JVASP-66650,0.0,0.0,3
JVASP-85406,0.0,0.0,8
JVASP-66539,0.0,0.0,6
JVASP-15438,0.0,0.0,5
JVASP-65754,0.0,0.0,6
JVASP-65801,0.0,0.0,4
JVASP-66223,0.0,0.0,3
JVASP-22724,0.931,0.931,4
JVASP-65717,0.0,0.0,4
JVASP-66583,0.0,0.0,6
JVASP-65684,0.0,0.0,4
JVASP-65570,0.0,0.0,4
JVASP-69093,0.0,0.0,6
JVASP-60798,1.946,1.946,28
JVASP-66468,0.0,0.0,6
JVASP-66386,0.0,0.0,6
JVASP-69219,0.0,0.0,4
JVASP-66071,0.0,0.0,3
JVASP-69094,0.0,0.0,4
JVASP-49842,2.166,2.166,4
JVASP-66264,0.0,0.0,3
JVASP-66174,0.0,0.0,6
JVASP-69170,0.0,0.0,4
JVASP-69053,0.0,0.0,6
JVASP-65605,0.0,0.0,4
JVASP-69374,0.0,0.0,4
JVASP-65538,0.0,0.0,4
JVASP-69332,0.0,0.0,4
JVASP-66111,0.0,0.0,6
JVASP-66651,0.0,0.0,3
JVASP-66344,0.0,0.0,6
JVASP-3885,2.119,2.119,9
JVASP-69016,0.0,0.0,4
JVASP-63583,0.758,0.758,22
JVASP-66541,0.0,0.0,3
JVASP-63743,5.336,5.336,4
JVASP-87074,7.374,7.374,7
JVASP-65804,0.0,0.0,4
JVASP-65419,0.0,0.0,4
JVASP-66584,0.0,0.0,3
JVASP-66151,0.0,0.0,6
JVASP-65571,0.0,0.0,4
JVASP-61815,7.434,7.434,56
JVASP-65755,0.0,0.0,4
JVASP-66307,0.0,0.0,3
JVASP-66619,0.0,0.0,3
JVASP-69292,0.0,0.0,6
JVASP-53562,5.603,5.603,28
JVASP-66387,0.0,0.0,3
JVASP-69220,0.0,0.0,4
JVASP-66176,0.0,0.0,3
JVASP-68936,0.0,0.0,4
JVASP-28370,0.0,0.0,3
JVASP-66585,0.0,0.0,6
JVASP-66076,0.0,0.0,6
JVASP-66266,0.0,0.0,6
JVASP-85955,4.647,4.647,18
JVASP-65718,0.0,0.0,4
JVASP-65500,0.0,0.0,4
JVASP-66431,0.0,0.0,3
JVASP-4930,0.0,0.0,5
JVASP-63107,0.0,0.0,6
JVASP-22529,7.47,7.47,6
JVASP-42568,0.0,0.0,8
JVASP-91679,1.91,1.91,8
JVASP-86757,0.0,0.0,16
JVASP-69054,0.0,0.0,4
JVASP-69096,0.0,0.0,4
JVASP-61624,0.0,0.0,5
JVASP-28402,1.287,1.287,6
JVASP-48334,0.0,0.0,12
JVASP-69221,0.0,0.0,6
JVASP-65539,0.0,0.0,4
JVASP-91631,3.523,3.523,8
JVASP-66152,0.0,0.0,3
JVASP-43647,0.0,0.0,7
JVASP-65606,0.0,0.0,4
JVASP-15148,0.0,0.0,5
JVASP-5266,3.457,3.457,16
JVASP-3123,0.748,0.748,6
JVASP-87313,2.596,2.596,24
JVASP-62801,0.0,0.0,18
JVASP-68976,0.0,0.0,4
JVASP-66227,0.892,0.892,3
JVASP-65687,0.0,0.0,4
JVASP-69258,0.0,0.0,4
JVASP-18619,0.0,0.0,3
JVASP-66624,0.0,0.0,3
JVASP-90882,0.0,0.0,8
JVASP-66178,0.0,0.0,6
JVASP-69134,0.0,0.0,4
JVASP-65645,0.0,0.0,4
JVASP-66505,1.091,1.091,3
JVASP-66389,1.578,1.578,3
JVASP-62946,0.0,0.0,24
JVASP-69293,0.0,0.0,4
JVASP-12051,4.473,4.473,6
JVASP-66471,0.0,0.0,6
JVASP-48235,0.0,0.0,14
JVASP-90606,0.0,0.0,8
JVASP-14556,0.0,0.0,2
JVASP-66270,0.0,0.0,6
JVASP-14705,0.15,0.15,7
JVASP-66080,0.0,0.0,6
JVASP-66155,0.0,0.0,6
JVASP-66685,0.132,0.132,3
JVASP-85497,1.765,1.765,7
JVASP-20089,0.0,0.0,6
JVASP-63450,1.505,1.505,8
JVASP-66179,0.0,0.0,3
JVASP-91722,2.482,2.482,8
JVASP-66390,3.928,3.928,3
JVASP-66116,0.0,0.0,6
JVASP-86935,2.624,2.624,14
JVASP-66433,0.0,0.0,3
JVASP-63295,0.527,0.527,17
JVASP-65421,0.0,0.0,4
JVASP-5362,2.423,2.423,28
JVASP-69340,0.0,0.0,4
JVASP-65759,0.0,0.0,6
JVASP-15003,0.0,0.0,8
JVASP-66657,0.0,0.0,6
JVASP-63865,0.721,0.721,12
JVASP-62807,0.0,0.0,19
