jid,bulk_modulus_kv,target,num_atoms
JVASP-61514,30.16,30.16,8
JVASP-65698,29.29,29.29,4
JVASP-61273,36.27,36.27,8
JVASP-65772,0.0,0.0,4
JVASP-90728,95.8,95.8,8
JVASP-98485,173.61,173.61,20
JVASP-64905,235.33,235.33,6
JVASP-65586,12.34,12.34,4
JVASP-12112,47.71,47.71,6
JVASP-85681,1.88,1.88,12
JVASP-65159,100.1,100.1,6
JVASP-85940,33.84,33.84,13
JVASP-3120,23.73,23.73,8
JVASP-18784,205.89,205.89,8
JVASP-65657,12.84,12.84,4
JVASP-91760,39.42,39.42,8
JVASP-90130,256.69,256.69,9
JVASP-87063,78.56,78.56,8
JVASP-3852,35.21,35.21,6
JVASP-86922,0.0,0.0,18
JVASP-12166,50.06,50.06,6
JVASP-91535,38.83,38.83,8
JVASP-62921,19.38,19.38,12
JVASP-89324,132.73,132.73,10
JVASP-44705,117.11,117.11,17
JVASP-65236,22.87,22.87,6
JVASP-86519,83.3,83.3,18
JVASP-65736,116.24,116.24,4
JVASP-65512,67.57,67.57,4
JVASP-20088,53.77,53.77,2
JVASP-44991,115.52,115.52,17
JVASP-62618,245.1,245.1,4
JVASP-86795,70.11,70.11,12
JVASP-87124,95.84,95.84,7
JVASP-65624,15.53,15.53,4
JVASP-65700,37.43,37.43,4
JVASP-15349,130.67,130.67,5
JVASP-90643,177.07,177.07,8
JVASP-90783,60.34,60.34,8
JVASP-65277,16.93,16.93,6
JVASP-90060,10.29,10.29,9
JVASP-92217,75.13,75.13,8
JVASP-14591,38.57,38.57,2
JVASP-15642,219.77,219.77,6
JVASP-65659,18.63,18.63,4
JVASP-18739,93.87,93.87,4
JVASP-61278,13.53,13.53,12
JVASP-4741,49.26,49.26,3
JVASP-91808,17.27,17.27,8
JVASP-88220,15.01,15.01,18
JVASP-91861,202.9,202.9,8
JVASP-85305,25.8,25.8,16
JVASP-85484,13.31,13.31,14
JVASP-43021,139.58,139.58,6
JVASP-65701,84.39,84.39,4
JVASP-86291,293.02,293.02,6
JVASP-18949,60.7,60.7,2
JVASP-15185,101.96,101.96,5
JVASP-98349,22.54,22.54,5
JVASP-65660,18.07,18.07,4
JVASP-85599,113.39,113.39,18
JVASP-3855,31.37,31.37,8
JVASP-335,34.34,34.34,3
JVASP-65588,14.97,14.97,4
JVASP-19885,152.87,152.87,2
JVASP-65449,44.72,44.72,4
JVASP-65395,34.71,34.71,4
JVASP-18578,52.64,52.64,8
JVASP-65776,25.12,25.12,4
JVASP-89921,23.36,23.36,9
JVASP-15134,167.62,167.62,4
JVASP-86869,46.43,46.43,8
JVASP-86459,174.9,174.9,10
JVASP-3552,57.11,57.11,6
JVASP-68951,32.52,32.52,4
JVASP-22673,245.64,245.64,4
JVASP-91670,50.29,50.29,8
JVASP-92167,208.51,208.51,8
JVASP-90729,80.03,80.03,8
JVASP-7066,40.07,40.07,30
JVASP-65550,23.43,23.43,4
JVASP-69035,88.01,88.01,6
JVASP-65738,20.27,20.27,4
JVASP-14848,63.47,63.47,2
JVASP-65551,82.32,82.32,4
JVASP-69070,50.14,50.14,4
JVASP-601,58.69,58.69,3
JVASP-65589,35.81,35.81,4
JVASP-65238,71.5,71.5,6
JVASP-69036,52.1,52.1,4
JVASP-85682,33.23,33.23,16
JVASP-86797,25.7,25.7,6
JVASP-91714,140.41,140.41,8
JVASP-65661,85.26,85.26,4
JVASP-62464,134.38,134.38,9
JVASP-65777,26.67,26.67,4
JVASP-65279,89.24,89.24,3
JVASP-21555,47.17,47.17,48
JVASP-65313,95.63,95.63,3
JVASP-69110,13.33,13.33,4
JVASP-65703,27.27,27.27,4
JVASP-65627,44.56,44.56,4
JVASP-14701,121.28,121.28,6
JVASP-65454,88.8,88.8,4
JVASP-65398,59.96,59.96,4
JVASP-48176,147.12,147.12,4
JVASP-65590,0.0,0.0,4
JVASP-90784,63.18,63.18,8
JVASP-91536,85.36,85.36,8
JVASP-85389,45.8,45.8,14
JVASP-87125,40.91,40.91,16
JVASP-86170,24.79,24.79,8
JVASP-90600,20.42,20.42,8
JVASP-90648,219.42,219.42,8
JVASP-91577,140.7,140.7,8
JVASP-69231,28.06,28.06,4
JVASP-69154,45.32,45.32,4
JVASP-68953,8.08,8.08,4
JVASP-18888,195.16,195.16,6
JVASP-86396,97.63,97.63,5
JVASP-69073,52.12,52.12,4
JVASP-65519,87.21,87.21,4
JVASP-65166,173.83,173.83,6
JVASP-3861,88.88,88.88,6
JVASP-86114,96.39,96.39,18
JVASP-69234,88.09,88.09,4
JVASP-90874,35.8,35.8,8
JVASP-92218,132.44,132.44,8
JVASP-86694,28.6,28.6,12
JVASP-65705,0.0,0.0,4
JVASP-69037,28.23,28.23,4
JVASP-90487,85.5,85.5,9
JVASP-18546,185.17,185.17,5
JVASP-62771,24.53,24.53,11
JVASP-86750,129.94,129.94,5
JVASP-52572,55.59,55.59,4
JVASP-68997,29.27,29.27,4
JVASP-65591,26.5,26.5,4
JVASP-91809,25.49,25.49,8
JVASP-69311,17.27,17.27,4
JVASP-65240,189.52,189.52,3
JVASP-65664,30.1,30.1,4
JVASP-69197,23.67,23.67,4
JVASP-65592,83.09,83.09,4
JVASP-38267,97.44,97.44,8
JVASP-69274,12.86,12.86,4
JVASP-65740,6.86,6.86,4
JVASP-65280,117.13,117.13,6
JVASP-15222,138.28,138.28,5
JVASP-91764,30.67,30.67,8
JVASP-65629,25.17,25.17,4
JVASP-87262,89.57,89.57,22
JVASP-62630,123.44,123.44,10
JVASP-65402,109.86,109.86,4
JVASP-1963,21.3,21.3,3
JVASP-1411,45.43,45.43,4
JVASP-65520,30.52,30.52,4
JVASP-65556,30.67,30.67,4
JVASP-87066,72.73,72.73,12
JVASP-5260,23.64,23.64,8
JVASP-86460,134.53,134.53,9
JVASP-65630,0.0,0.0,4
JVASP-65315,221.07,221.07,6
JVASP-69038,15.43,15.43,4
JVASP-89922,86.46,86.46,9
JVASP-86521,46.01,46.01,10
JVASP-65784,24.93,24.93,4
JVASP-69235,38.8,38.8,4
JVASP-65521,83.12,83.12,4
JVASP-69199,88.69,88.69,4
JVASP-68998,21.12,21.12,4
JVASP-62775,0.0,0.0,18
JVASP-65465,0.0,0.0,4
JVASP-65667,26.83,26.83,4
JVASP-65593,10.46,10.46,4
JVASP-65316,39.86,39.86,6
JVASP-85600,78.38,78.38,10
JVASP-22723,253.43,253.43,8
JVASP-61305,77.09,77.09,12
JVASP-69363,20.4,20.4,4
JVASP-65785,82.74,82.74,4
JVASP-85945,69.96,69.96,19
JVASP-69314,27.17,27.17,4
JVASP-65403,67.66,67.66,4
JVASP-65594,82.97,82.97,4
JVASP-65741,90.04,90.04,4
JVASP-65707,83.93,83.93,4
JVASP-86995,23.77,23.77,8
JVASP-69158,20.77,20.77,4
JVASP-65668,57.62,57.62,4
JVASP-69275,38.09,38.09,4
JVASP-69040,22.0,22.0,4
JVASP-68960,24.56,24.56,4
JVASP-65631,27.8,27.8,4
JVASP-65669,83.59,83.59,6
JVASP-15777,200.07,200.07,8
JVASP-14849,214.87,214.87,4
JVASP-91765,44.03,44.03,8
JVASP-90062,160.94,160.94,9
JVASP-3660,22.8,22.8,7
JVASP-91716,114.04,114.04,8
JVASP-21213,13.72,13.72,4
JVASP-3864,18.5,18.5,9
JVASP-62778,245.12,245.12,4
JVASP-63414,94.52,94.52,4
JVASP-90785,90.07,90.07,8
JVASP-16089,386.83,386.83,1
JVASP-69078,23.96,23.96,4
JVASP-69119,0.0,0.0,4
JVASP-18617,27.65,27.65,4
JVASP-14703,286.57,286.57,8
JVASP-69201,17.07,17.07,4
JVASP-65708,25.93,25.93,4
JVASP-69364,22.96,22.96,4
JVASP-65283,238.3,238.3,6
JVASP-90378,26.57,26.57,9
JVASP-3555,17.5,17.5,9
JVASP-3282,22.47,22.47,9
JVASP-65742,35.39,35.39,4
JVASP-65404,43.37,43.37,4
JVASP-90489,32.43,32.43,9
JVASP-86400,144.48,144.48,5
JVASP-69315,31.91,31.91,4
JVASP-65561,24.13,24.13,4
JVASP-69239,11.88,11.88,4
JVASP-15982,51.34,51.34,5
JVASP-65709,83.82,83.82,4
JVASP-65287,27.58,27.58,6
JVASP-90653,206.08,206.08,8
JVASP-91537,34.81,34.81,8
JVASP-69000,63.99,63.99,4
JVASP-65528,84.33,84.33,4
JVASP-61311,159.51,159.51,4
JVASP-91810,13.77,13.77,8
JVASP-90135,221.32,221.32,9
JVASP-86754,14.1,14.1,12
JVASP-65596,9.74,9.74,4
JVASP-69277,22.73,22.73,4
JVASP-18514,126.9,126.9,9
JVASP-16048,64.4,64.4,3
JVASP-90601,34.54,34.54,8
JVASP-92219,74.31,74.31,8
JVASP-91913,143.27,143.27,8
JVASP-91579,217.97,217.97,8
JVASP-90731,22.63,22.63,8
JVASP-63191,184.98,184.98,6
JVASP-65670,30.43,30.43,4
JVASP-68961,88.72,88.72,4
JVASP-65172,175.39,175.39,3
JVASP-69042,26.83,26.83,4
JVASP-85486,81.88,81.88,16
JVASP-65788,15.17,15.17,4
JVASP-86695,17.81,17.81,13
JVASP-65633,31.13,31.13,4
JVASP-65472,42.97,42.97,4
JVASP-69120,17.07,17.07,4
JVASP-92169,264.37,264.37,8
JVASP-14850,80.73,80.73,2
JVASP-86799,37.41,37.41,5
JVASP-61797,13.14,13.14,36
JVASP-90830,147.88,147.88,8
JVASP-85684,36.69,36.69,10
JVASP-85738,130.86,130.86,10
JVASP-228,51.32,51.32,6
JVASP-61574,59.2,59.2,6
JVASP-86522,47.12,47.12,11
JVASP-20061,53.07,53.07,2
JVASP-69081,7.19,7.19,4
JVASP-65710,17.8,17.8,4
JVASP-69280,88.95,88.95,4
JVASP-3870,18.5,18.5,9
JVASP-89086,256.41,256.41,12
JVASP-14704,247.53,247.53,2
JVASP-85398,21.09,21.09,8
JVASP-88048,105.31,105.31,10
JVASP-85948,13.18,13.18,18
JVASP-66126,11.87,11.87,3
JVASP-69367,106.48,106.48,4
JVASP-86062,56.44,56.44,17
JVASP-65562,39.5,39.5,4
JVASP-69240,48.04,48.04,4
JVASP-3285,57.13,57.13,8
JVASP-65789,25.89,25.89,4
JVASP-65248,175.32,175.32,3
JVASP-69002,41.97,41.97,4
JVASP-69043,106.31,106.31,4
JVASP-16220,74.1,74.1,8
JVASP-65744,69.26,69.26,4
JVASP-65634,54.34,54.34,4
JVASP-65597,33.01,33.01,4
JVASP-65790,97.77,97.77,4
JVASP-65407,32.73,32.73,4
JVASP-68963,13.99,13.99,4
JVASP-69323,17.93,17.93,4
JVASP-65672,23.37,23.37,4
JVASP-86628,3.73,3.73,12
JVASP-91628,155.49,155.49,8
JVASP-65289,20.2,20.2,6
JVASP-53085,75.59,75.59,8
JVASP-15697,87.28,87.28,6
JVASP-69082,26.43,26.43,4
JVASP-65711,13.16,13.16,4
JVASP-65211,20.77,20.77,6
JVASP-62798,185.01,185.01,6
JVASP-69205,87.89,87.89,4
JVASP-15076,162.28,162.28,4
JVASP-62936,9.84,9.84,48
JVASP-69122,51.09,51.09,4
JVASP-14917,46.77,46.77,2
JVASP-65563,30.32,30.32,4
JVASP-66326,9.8,9.8,3
JVASP-65531,17.73,17.73,4
JVASP-90786,90.16,90.16,8
JVASP-14579,35.63,35.63,4
JVASP-66166,10.43,10.43,3
JVASP-62131,135.78,135.78,5
JVASP-69003,23.53,23.53,4
JVASP-15779,41.47,41.47,1
JVASP-90136,184.3,184.3,9
JVASP-86173,64.13,64.13,17
JVASP-69283,76.12,76.12,4
JVASP-65635,21.63,21.63,4
JVASP-69163,24.58,24.58,4
JVASP-69044,39.17,39.17,6
JVASP-3339,31.93,31.93,6
JVASP-68966,47.81,47.81,4
JVASP-65409,49.39,49.39,4
JVASP-66056,17.87,17.87,3
JVASP-66210,22.2,22.2,6
JVASP-65480,98.73,98.73,4
JVASP-62513,14.29,14.29,16
JVASP-65213,2.36,2.36,6
JVASP-69083,37.22,37.22,4
JVASP-53265,225.43,225.43,4
JVASP-3288,45.49,45.49,8
JVASP-3876,18.0,18.0,9
JVASP-66099,11.77,11.77,3
JVASP-62940,245.1,245.1,4
JVASP-65250,170.49,170.49,3
JVASP-69370,64.23,64.23,4
JVASP-65746,44.51,44.51,4
JVASP-68967,22.02,22.02,4
JVASP-18785,214.6,214.6,4
JVASP-66329,18.03,18.03,3
JVASP-65178,6.8,6.8,6
JVASP-63844,212.7,212.7,3
JVASP-69208,22.39,22.39,4
JVASP-65565,18.7,18.7,4
JVASP-90831,45.22,45.22,8
JVASP-69124,19.21,19.21,4
JVASP-69326,20.8,20.8,4
JVASP-69165,53.31,53.31,4
JVASP-86325,141.8,141.8,5
JVASP-66135,23.8,23.8,3
JVASP-43552,178.44,178.44,4
JVASP-91965,54.2,54.2,8
JVASP-90492,171.07,171.07,9
JVASP-90270,77.52,77.52,9
JVASP-14555,72.57,72.57,2
JVASP-14631,126.69,126.69,3
JVASP-92221,57.69,57.69,8
JVASP-69045,25.88,25.88,4
JVASP-63424,77.54,77.54,10
JVASP-65795,18.18,18.18,4
JVASP-15596,235.07,235.07,4
JVASP-62335,132.17,132.17,5
JVASP-14592,41.72,41.72,4
JVASP-69284,56.64,56.64,4
JVASP-14963,81.9,81.9,4
JVASP-88749,79.0,79.0,24
JVASP-53303,27.04,27.04,8
JVASP-85685,69.51,69.51,12
JVASP-65714,112.71,112.71,4
JVASP-65601,63.94,63.94,4
JVASP-85326,57.67,57.67,2
JVASP-91813,160.8,160.8,8
JVASP-65292,9.07,9.07,6
JVASP-90193,113.89,113.89,9
JVASP-69046,87.65,87.65,4
JVASP-66057,19.33,19.33,6
JVASP-15307,98.83,98.83,4
JVASP-12148,45.13,45.13,4
JVASP-88234,81.99,81.99,14
JVASP-66213,9.8,9.8,3
JVASP-66170,15.63,15.63,3
JVASP-18829,96.88,96.88,5
JVASP-69371,37.47,37.47,4
JVASP-65566,13.94,13.94,4
JVASP-28369,41.14,41.14,4
JVASP-69125,19.83,19.83,4
JVASP-68969,33.59,33.59,4
JVASP-66378,4.87,4.87,3
JVASP-86404,59.33,59.33,6
JVASP-91539,62.19,62.19,8
JVASP-50812,13.79,13.79,6
JVASP-14107,26.66,26.66,3
JVASP-90628,11.4,11.4,8
JVASP-29106,29.0,29.0,12
JVASP-1999,18.3,18.3,2
JVASP-87104,26.23,26.23,12
JVASP-85923,47.21,47.21,11
JVASP-21521,25.54,25.54,30
JVASP-37178,84.66,84.66,4
JVASP-87042,27.06,27.06,8
JVASP-39408,120.0,120.0,4
JVASP-88369,80.92,80.92,28
JVASP-86503,203.0,203.0,10
JVASP-1357,35.6,35.6,2
JVASP-38330,131.0,131.0,5
JVASP-37043,115.6,115.6,4
JVASP-16044,270.92,270.92,8
JVASP-91523,30.03,30.03,8
JVASP-14576,87.67,87.67,2
JVASP-19924,206.49,206.49,5
JVASP-3261,123.34,123.34,5
JVASP-38302,30.3,30.3,5
JVASP-12106,118.78,118.78,12
JVASP-63918,13.73,13.73,3
JVASP-1843,46.76,46.76,4
JVASP-16933,182.7,182.7,5
JVASP-89038,171.17,171.17,5
JVASP-86101,81.49,81.49,7
JVASP-50692,65.29,65.29,8
JVASP-39279,155.87,155.87,5
JVASP-14616,13.93,13.93,1
JVASP-37144,206.83,206.83,4
JVASP-577,50.4,50.4,3
JVASP-19903,79.47,79.47,2
JVASP-37102,88.4,88.4,4
JVASP-22699,120.06,120.06,6
JVASP-15833,28.19,28.19,6
JVASP-39452,167.01,167.01,4
JVASP-85463,0.0,0.0,18
JVASP-14831,95.39,95.39,2
JVASP-43629,120.38,120.38,8
JVASP-11959,166.27,166.27,8
JVASP-44256,111.2,111.2,8
JVASP-15812,67.62,67.62,4
JVASP-90858,43.49,43.49,8
JVASP-64728,11.87,11.87,6
JVASP-88423,32.77,32.77,20
JVASP-65568,82.57,82.57,4
JVASP-65251,117.23,117.23,6
JVASP-61021,88.62,88.62,24
JVASP-86802,56.83,56.83,12
JVASP-65679,16.07,16.07,4
JVASP-61798,39.04,39.04,18
JVASP-3879,20.6,20.6,9
JVASP-65639,30.93,30.93,4
JVASP-65535,7.52,7.52,4
JVASP-85951,141.01,141.01,13
JVASP-86756,195.0,195.0,6
JVASP-1192,48.23,48.23,2
JVASP-66298,16.6,16.6,3
JVASP-65252,99.19,99.19,6
JVASP-69009,18.64,18.64,4
JVASP-65490,44.3,44.3,4
JVASP-65413,67.91,67.91,4
JVASP-69328,92.16,92.16,4
JVASP-65602,24.02,24.02,4
JVASP-63205,134.29,134.29,9
JVASP-65536,83.54,83.54,4
JVASP-62644,123.51,123.51,10
JVASP-65750,17.43,17.43,4
JVASP-66494,14.87,14.87,3
JVASP-66379,13.47,13.47,3
JVASP-65797,27.52,27.52,4
JVASP-69126,23.27,23.27,4
JVASP-91678,18.56,18.56,8
JVASP-66257,14.13,14.13,3
JVASP-66335,19.87,19.87,3
JVASP-69047,37.31,37.31,4
JVASP-69372,30.54,30.54,4
JVASP-66613,9.43,9.43,3
JVASP-91581,84.71,84.71,8
JVASP-12167,45.92,45.92,6
JVASP-69087,23.97,23.97,4
JVASP-88052,56.98,56.98,8
JVASP-65751,85.13,85.13,4
JVASP-69216,81.86,81.86,4
JVASP-90065,67.29,67.29,9
JVASP-86527,21.5,21.5,16
JVASP-66216,21.3,21.3,3
JVASP-87072,13.99,13.99,12
JVASP-90736,5.97,5.97,8
JVASP-65569,24.63,24.63,4
JVASP-66172,20.5,20.5,6
JVASP-19886,140.32,140.32,4
JVASP-69049,87.25,87.25,6
JVASP-86700,51.2,51.2,12
JVASP-86297,16.91,16.91,14
JVASP-65716,33.32,33.32,4
JVASP-63287,21.74,21.74,22
JVASP-90659,183.49,183.49,8
JVASP-15308,115.13,115.13,5
JVASP-91630,49.9,49.9,8
JVASP-85405,67.81,67.81,14
JVASP-90562,0.0,0.0,8
JVASP-69288,24.58,24.58,4
JVASP-86934,119.86,119.86,14
JVASP-91919,30.7,30.7,8
JVASP-66142,11.4,11.4,3
JVASP-69129,82.51,82.51,4
JVASP-92172,86.13,86.13,8
JVASP-90788,63.31,63.31,8
JVASP-92222,142.09,142.09,8
JVASP-86635,95.73,95.73,4
JVASP-91721,9.4,9.4,8
JVASP-69329,30.5,30.5,4
JVASP-66300,22.37,22.37,3
JVASP-65537,26.33,26.33,4
JVASP-66614,18.67,18.67,3
JVASP-66536,32.87,32.87,4
JVASP-87002,143.47,143.47,12
JVASP-86121,29.72,29.72,16
JVASP-3882,20.73,20.73,9
JVASP-86326,181.44,181.44,5
JVASP-65640,30.14,30.14,4
JVASP-65604,24.9,24.9,4
JVASP-69330,87.77,87.77,4
JVASP-85330,11.87,11.87,16
JVASP-69373,34.17,34.17,4
JVASP-65753,19.33,19.33,4
JVASP-69255,33.12,33.12,4
JVASP-1789,134.5,134.5,4
JVASP-65493,76.18,76.18,4
JVASP-85686,50.86,50.86,19
JVASP-86468,39.99,39.99,8
JVASP-88654,20.08,20.08,22
JVASP-65415,54.73,54.73,4
JVASP-88425,24.16,24.16,15
JVASP-66384,18.57,18.57,6
JVASP-62158,177.51,177.51,9
JVASP-66650,21.2,21.2,3
JVASP-85406,18.06,18.06,8
JVASP-68973,37.86,37.86,4
JVASP-15438,136.56,136.56,5
JVASP-65801,25.69,25.69,4
JVASP-22724,26.53,26.53,4
JVASP-65717,13.14,13.14,4
JVASP-65684,7.52,7.52,4
JVASP-65570,103.26,103.26,4
JVASP-60798,222.24,222.24,28
JVASP-69130,66.18,66.18,4
JVASP-90496,188.41,188.41,9
JVASP-63209,107.91,107.91,9
JVASP-63089,185.01,185.01,6
JVASP-69219,58.06,58.06,4
JVASP-49842,99.42,99.42,4
JVASP-90276,178.67,178.67,9
JVASP-66264,12.57,12.57,3
JVASP-66174,18.67,18.67,6
JVASP-66430,20.23,20.23,3
JVASP-69170,24.09,24.09,4
JVASP-69053,35.0,35.0,6
JVASP-65605,19.33,19.33,4
JVASP-69374,17.7,17.7,4
JVASP-65538,48.8,48.8,4
JVASP-69332,60.97,60.97,4
JVASP-85744,118.33,118.33,10
JVASP-66651,23.83,23.83,3
JVASP-15077,144.66,144.66,6
JVASP-66503,16.8,16.8,3
JVASP-66344,21.2,21.2,6
JVASP-69131,22.56,22.56,4
JVASP-69016,21.77,21.77,4
JVASP-66541,12.47,12.47,3
JVASP-63743,242.88,242.88,4
JVASP-87074,17.63,17.63,7
JVASP-65804,21.33,21.33,4
JVASP-65419,43.77,43.77,4
JVASP-65571,18.93,18.93,4
JVASP-65755,23.0,23.0,4
JVASP-65685,16.53,16.53,4
JVASP-66619,17.07,17.07,3
JVASP-69257,16.74,16.74,4
JVASP-69292,56.53,56.53,6
JVASP-66225,18.8,18.8,6
JVASP-15186,135.12,135.12,5
JVASP-69220,14.23,14.23,4
JVASP-28370,26.47,26.47,3
JVASP-85955,17.44,17.44,18
JVASP-52573,50.78,50.78,12
JVASP-14657,122.14,122.14,6
JVASP-65718,70.7,70.7,4
JVASP-65500,36.64,36.64,4
JVASP-65573,0.0,0.0,4
JVASP-66431,17.07,17.07,3
JVASP-4930,131.91,131.91,5
JVASP-63107,57.41,57.41,6
JVASP-22529,60.87,60.87,6
JVASP-42568,134.89,134.89,8
JVASP-91679,353.41,353.41,8
JVASP-86757,18.69,18.69,16
JVASP-47996,32.52,32.52,7
JVASP-69054,22.9,22.9,4
JVASP-69096,33.39,33.39,4
JVASP-61624,124.09,124.09,5
JVASP-28402,28.58,28.58,6
JVASP-48334,83.88,83.88,12
JVASP-12037,51.87,51.87,4
JVASP-86701,102.11,102.11,7
JVASP-65539,30.61,30.61,4
JVASP-69338,0.0,0.0,4
JVASP-91631,79.77,79.77,8
JVASP-90660,80.84,80.84,8
JVASP-69018,32.47,32.47,4
JVASP-43647,45.6,45.6,7
JVASP-22725,227.9,227.9,4
JVASP-65606,30.61,30.61,4
JVASP-5266,19.96,19.96,16
JVASP-3123,62.58,62.58,6
JVASP-87313,73.98,73.98,24
JVASP-62801,148.54,148.54,18
JVASP-68976,34.2,34.2,4
JVASP-66227,19.5,19.5,3
JVASP-65687,32.23,32.23,4
JVASP-69258,19.29,19.29,4
JVASP-18619,194.38,194.38,3
JVASP-90882,87.96,87.96,8
JVASP-69134,42.99,42.99,4
JVASP-65645,19.32,19.32,4
JVASP-65540,0.0,0.0,4
JVASP-66505,19.23,19.23,3
JVASP-66389,21.57,21.57,3
JVASP-62946,241.06,241.06,24
JVASP-69293,32.53,32.53,4
JVASP-66310,13.2,13.2,3
JVASP-12051,96.3,96.3,6
JVASP-66471,20.47,20.47,6
JVASP-90606,20.9,20.9,8
JVASP-14556,184.63,184.63,2
JVASP-14705,156.27,156.27,7
JVASP-92223,50.1,50.1,8
JVASP-66546,20.5,20.5,3
JVASP-90563,46.26,46.26,8
JVASP-85497,89.16,89.16,7
JVASP-20089,19.93,19.93,6
JVASP-63450,28.57,28.57,8
JVASP-91722,39.34,39.34,8
JVASP-86935,127.14,127.14,14
JVASP-66433,11.2,11.2,3
JVASP-65421,77.96,77.96,4
JVASP-43968,70.3,70.3,20
JVASP-5362,11.8,11.8,28
JVASP-69340,15.41,15.41,4
JVASP-65759,24.53,24.53,6
JVASP-15003,210.5,210.5,8
JVASP-66657,22.6,22.6,6
JVASP-63865,18.77,18.77,12
JVASP-22594,21.44,21.44,8
JVASP-15039,79.23,79.23,2
JVASP-65608,49.14,49.14,4
JVASP-69173,46.87,46.87,6
JVASP-65720,39.22,39.22,4
JVASP-66472,17.9,17.9,3
JVASP-69100,9.51,9.51,4
JVASP-66626,14.43,14.43,3
JVASP-65646,33.4,33.4,4
JVASP-69057,8.31,8.31,4
JVASP-66686,18.07,18.07,3
JVASP-69259,16.97,16.97,4
JVASP-66180,19.2,19.2,3
JVASP-69135,55.98,55.98,4
JVASP-68938,58.29,58.29,4
JVASP-66391,18.53,18.53,3
JVASP-65575,56.69,56.69,4
JVASP-66759,54.74,54.74,3
JVASP-90143,42.86,42.86,9
JVASP-91816,78.13,78.13,8
JVASP-3888,20.3,20.3,9
JVASP-62388,126.47,126.47,3
JVASP-61821,68.56,68.56,12
JVASP-85687,33.84,33.84,15
JVASP-65721,84.85,84.85,4
JVASP-63210,274.02,274.02,8
JVASP-14632,134.96,134.96,3
JVASP-69295,0.0,0.0,4
JVASP-85410,268.76,268.76,12
JVASP-66550,19.5,19.5,6
JVASP-69024,23.83,23.83,4
JVASP-49843,66.33,66.33,4
JVASP-14658,58.07,58.07,2
JVASP-91771,17.18,17.18,8
JVASP-69224,22.7,22.7,4
JVASP-66313,19.07,19.07,4
JVASP-28371,39.22,39.22,3
JVASP-66182,10.73,10.73,3
JVASP-66084,8.63,8.63,3
JVASP-65760,32.4,32.4,6
JVASP-69177,0.0,0.0,4
JVASP-15187,76.24,76.24,5
JVASP-3192,46.49,46.49,8
JVASP-65647,30.38,30.38,4
JVASP-90497,107.52,107.52,8
JVASP-65576,12.52,12.52,4
JVASP-69136,17.28,17.28,4
JVASP-69260,32.03,32.03,4
JVASP-66763,155.56,155.56,3
JVASP-68982,22.89,22.89,4
JVASP-60808,302.81,302.81,12
JVASP-12083,24.5,24.5,3
JVASP-4840,74.96,74.96,5
JVASP-69058,22.48,22.48,4
JVASP-69101,83.58,83.58,4
JVASP-69342,33.88,33.88,4
JVASP-65611,19.1,19.1,4
JVASP-66232,21.3,21.3,3
JVASP-68940,15.57,15.57,4
JVASP-52574,74.48,74.48,10
JVASP-88757,49.93,49.93,13
JVASP-66274,18.4,18.4,6
JVASP-22674,27.6,27.6,9
JVASP-48179,100.89,100.89,14
JVASP-62652,24.28,24.28,18
JVASP-14706,89.8,89.8,1
JVASP-87005,97.06,97.06,8
JVASP-91584,205.59,205.59,8
JVASP-90277,250.2,250.2,9
JVASP-66509,8.7,8.7,3
JVASP-66437,19.33,19.33,3
JVASP-1702,72.53,72.53,2
JVASP-66183,14.73,14.73,3
JVASP-66393,20.73,20.73,6
JVASP-69296,37.8,37.8,4
JVASP-66474,22.3,22.3,6
JVASP-86530,21.64,21.64,8
JVASP-3495,44.49,44.49,8
JVASP-65330,53.89,53.89,4
JVASP-22706,13.57,13.57,8
JVASP-53563,89.66,89.66,10
JVASP-66661,25.07,25.07,3
JVASP-329,34.22,34.22,4
JVASP-66121,16.8,16.8,3
JVASP-86878,160.64,160.64,5
JVASP-18439,46.69,46.69,4
JVASP-69138,22.3,22.3,4
JVASP-68984,17.67,17.67,4
JVASP-63601,21.76,21.76,22
JVASP-61629,134.31,134.31,9
JVASP-69178,28.41,28.41,4
JVASP-65577,33.67,33.67,4
JVASP-69226,18.97,18.97,4
JVASP-86808,14.29,14.29,16
JVASP-65425,84.18,84.18,4
JVASP-90836,118.06,118.06,8
JVASP-66162,19.9,19.9,3
JVASP-66233,13.53,13.53,3
JVASP-1849,48.37,48.37,4
JVASP-43556,50.17,50.17,14
JVASP-85897,141.8,141.8,5
JVASP-87076,58.6,58.6,16
JVASP-66860,226.79,226.79,3
JVASP-15004,233.4,233.4,2
JVASP-66689,37.58,37.58,3
JVASP-65648,49.9,49.9,6
JVASP-69346,0.0,0.0,4
JVASP-91632,59.04,59.04,8
JVASP-85745,114.02,114.02,10
JVASP-66475,12.0,12.0,3
JVASP-69298,0.0,0.0,4
JVASP-48336,173.36,173.36,8
JVASP-69262,7.27,7.27,4
JVASP-5269,21.83,21.83,12
JVASP-92174,48.69,48.69,8
JVASP-68941,89.34,89.34,4
JVASP-90025,118.11,118.11,9
JVASP-14659,75.4,75.4,2
JVASP-65764,0.0,0.0,4
JVASP-43652,63.21,63.21,14
JVASP-65692,19.9,19.9,4
JVASP-86248,23.53,23.53,12
JVASP-68986,17.57,17.57,4
JVASP-65332,42.87,42.87,4
JVASP-62548,191.54,191.54,10
JVASP-69030,17.87,17.87,4
